# File Name: Greek_Lexicon_Strongs.txt
# File Size: 1571461     
# File Date: 06/01/2026 18:29:49
# File Purpose: Supporting resource for the Aionian Bible project
# File Location: https://resources.AionianBible.org
# File Copyright: Creative Commons Attribution 4.0 International, 2018-2026
# File Generator: ABCMS (alpha)
# File Accuracy: Contact publisher with corrections to file format or content
# Publisher Name: Nainoia Inc
# Publisher Contact: https://www.AionianBible.org/Publisher
# Publisher Mission: https://www.AionianBible.org/Preface
# Publisher Website: https://NAINOIA-INC.signedon.net
# Publisher Facebook: https://www.Facebook.com/AionianBible
# Source: Robert Rouse
# Source Content: James Strong's Lexicon, Greek
# Source Description: https://en.wikipedia.org/wiki/Strong%27s_Concordance
# Source Copyright: Public Domain
# Source Link: https://viz.bible/
#
# COLUMNS
#	STRONGS		Strong's number
#	WORD		Greek word
#	TRANS		Transliterated word
#	PRONOUNCE	Pronunciation
#	LANG		Language
#	MORPH		Part of speech
#	DEF			Definition
#
STRONGS	WORD	TRANS	PRONOUNCE	LANG	MORPH	DEF
3747	ὀστέον	ostéon	os-toon'	greek	Noun Neuter	a bone; bone; of uncertain affinity
3748	ὅστις	hóstis	hot'-ee	greek		which some, i.e. any that; also (definite) which same; X and (they), (such) as, (they) that, in that they, what(-soever), whereas ye, (they) which, who(-soever); from <a href='/Strongs/strongs-g3739' onclick='return ABMM("/Strongs","/strongs-g3739");'>g3739</a> (ὅς) and <a href='/Strongs/strongs-g5100' onclick='return ABMM("/Strongs","/strongs-g5100");'>g5100</a> (τὶς)
3749	ὀστράκινος	ostrákinos	os-tra'-kin-os	greek	Adjective	earthen-ware, i.e. clayey; by implication, frail; of earth, earthen; from ("oyster") (a tile, i.e. terra cotta)
3750	ὄσφρησις	ósphrēsis	os'-fray-sis	greek	Noun Feminine	smell (the sense); smelling; from a derivative of <a href='/Strongs/strongs-g3605' onclick='return ABMM("/Strongs","/strongs-g3605");'>g3605</a> (ὄζω)
3751	ὀσφῦς	osphŷs	os-foos'	greek	Noun Feminine	the loin (externally), i.e. the hip; internally (by extension) procreative power; loin; of uncertain affinity
3752	ὅταν	hótan	hot'-an	greek		whenever (implying hypothesis or more or less uncertainty); also causatively (conjunctionally) inasmuch as; as long (soon) as, that, + till, when(-soever), while; from <a href='/Strongs/strongs-g3753' onclick='return ABMM("/Strongs","/strongs-g3753");'>g3753</a> (ὅτε) and <a href='/Strongs/strongs-g302' onclick='return ABMM("/Strongs","/strongs-g302");'>g302</a> (ἄν)
3753	ὅτε	hóte	hot'-eh	greek		at which (thing) too, i.e. when; after (that), as soon as, that, when, while; from <a href='/Strongs/strongs-g3739' onclick='return ABMM("/Strongs","/strongs-g3739");'>g3739</a> (ὅς) and <a href='/Strongs/strongs-g5037' onclick='return ABMM("/Strongs","/strongs-g5037");'>g5037</a> (τέ)
3754	ὅτι	hóti	hot'-ee	greek	Conjunction	demonstrative, that (sometimes redundant); causative, because; as concerning that, as though, because (that), for (that), how (that), (in) that, though, why; neuter of <a href='/Strongs/strongs-g3748' onclick='return ABMM("/Strongs","/strongs-g3748");'>g3748</a> (ὅστις) as conjunction
3755	ὅτου	hótou	hot'-oo	greek		during which same time, i.e. whilst; whiles; for the genitive case of <a href='/Strongs/strongs-g3748' onclick='return ABMM("/Strongs","/strongs-g3748");'>g3748</a> (ὅστις) (as adverb)
3756	οὐ	ou	ookh	greek		the absolute negative (compare <a href='/Strongs/strongs-g3361' onclick='return ABMM("/Strongs","/strongs-g3361");'>g3361</a> (μή)) adverb; no or not; + long, nay, neither, never, no (X man), none, (can-)not, + nothing, + special, un(-worthy), when, + without, + yet but; a primary word
3757	οὗ	hoû	hoo	greek		at which place, i.e. where; where(-in), whither(-soever); genitive case of <a href='/Strongs/strongs-g3739' onclick='return ABMM("/Strongs","/strongs-g3739");'>g3739</a> (ὅς) as adverb
3758	οὐά	ouá	oo-ah'	greek		"ah"; ah; a primary exclamation of surprise
3759	οὐαί	ouaí	oo-ah'-ee	greek		"woe"; alas, woe; a primary exclamation of grief
3760	οὐδαμῶς	oudamōs	oo-dam-oce'	greek	Adverb	by no means; not; adverb from (the feminine) of <a href='/Strongs/strongs-g3762' onclick='return ABMM("/Strongs","/strongs-g3762");'>g3762</a> (οὐδείς)
3761	οὐδέ	oudé	oo-deh'	greek	Conjunction	not however, i.e. neither, nor, not even; neither (indeed), never, no (more, nor, not), nor (yet), (also, even, then) not (even, so much as), + nothing, so much as; from <a href='/Strongs/strongs-g3756' onclick='return ABMM("/Strongs","/strongs-g3756");'>g3756</a> (οὐ) and <a href='/Strongs/strongs-g1161' onclick='return ABMM("/Strongs","/strongs-g1161");'>g1161</a> (δέ)
3762	οὐδείς	oudeís	oo-den'	greek		not even one (man, woman or thing), i.e. none, nobody, nothing; any (man), aught, man, neither any (thing), never (man), no (man), none (+ of these things), not (any, at all, -thing), nought; from <a href='/Strongs/strongs-g3761' onclick='return ABMM("/Strongs","/strongs-g3761");'>g3761</a> (οὐδέ) and <a href='/Strongs/strongs-g1520' onclick='return ABMM("/Strongs","/strongs-g1520");'>g1520</a> (εἷς)
3763	οὐδέποτε	oudépote	oo-dep'-ot-eh	greek	Adverb	not even at any time, i.e. never at all; neither at any time, never, nothing at any time; from <a href='/Strongs/strongs-g3761' onclick='return ABMM("/Strongs","/strongs-g3761");'>g3761</a> (οὐδέ) and <a href='/Strongs/strongs-g4218' onclick='return ABMM("/Strongs","/strongs-g4218");'>g4218</a> (ποτέ)
3764	οὐδέπω	oudépō	oo-dep'-o	greek	Adverb	not even yet; as yet not, never before (yet), (not) yet; from <a href='/Strongs/strongs-g3761' onclick='return ABMM("/Strongs","/strongs-g3761");'>g3761</a> (οὐδέ) and <a href='/Strongs/strongs-g4452' onclick='return ABMM("/Strongs","/strongs-g4452");'>g4452</a> (-πω)
3765	οὐκέτι	oukéti	ook et'-ee	greek	Adverb	not yet, no longer; after that (not), (not) any more, henceforth (hereafter) not, no longer (more), not as yet (now), now no more (not), yet (not); from <a href='/Strongs/strongs-g3756' onclick='return ABMM("/Strongs","/strongs-g3756");'>g3756</a> (οὐ) and <a href='/Strongs/strongs-g2089' onclick='return ABMM("/Strongs","/strongs-g2089");'>g2089</a> (ἔτι)
3766	οὐκοῦν	oukoûn	ook-oon'	greek	Adverb	is it not therefore that, i.e. (affirmatively) hence or so; then; from <a href='/Strongs/strongs-g3756' onclick='return ABMM("/Strongs","/strongs-g3756");'>g3756</a> (οὐ) and <a href='/Strongs/strongs-g3767' onclick='return ABMM("/Strongs","/strongs-g3767");'>g3767</a> (οὖν)
3767	οὖν	oûn	oon	greek		(adverbially) certainly, or (conjunctionally) accordingly; and (so, truly), but, now (then), so (likewise then), then, therefore, verily, wherefore; apparently a primary word
3768	οὔπω	oúpō	oo'-po	greek	Adverb	not yet; hitherto not, (no…) as yet, not yet; from <a href='/Strongs/strongs-g3756' onclick='return ABMM("/Strongs","/strongs-g3756");'>g3756</a> (οὐ) and <a href='/Strongs/strongs-g4452' onclick='return ABMM("/Strongs","/strongs-g4452");'>g4452</a> (-πω)
3769	οὐρά	ourá	oo-rah'	greek	Noun Feminine	a tail; tail; apparently a primary word
3770	οὐράνιος	ouránios	oo-ran'-ee-os	greek	Adjective	celestial, i.e. belonging to or coming from the sky; heavenly; from <a href='/Strongs/strongs-g3772' onclick='return ABMM("/Strongs","/strongs-g3772");'>g3772</a> (οὐρανός)
3771	οὐρανόθεν	ouranóthen	oo-ran-oth'-en	greek	Adverb	from the sky; from heaven; from <a href='/Strongs/strongs-g3772' onclick='return ABMM("/Strongs","/strongs-g3772");'>g3772</a> (οὐρανός) and the enclitic of source
3772	οὐρανός	ouranós	oo-ran-os'	greek	Noun Masculine	the sky; by extension, heaven (as the abode of God); by implication, happiness, power, eternity; specially, the Gospel (Christianity); air, heaven(-ly), sky; perhaps from the same as <a href='/Strongs/strongs-g3735' onclick='return ABMM("/Strongs","/strongs-g3735");'>g3735</a> (ὄρος) (through the idea of elevation)
3773	Οὐρβανός	Ourbanós	oor-ban-os'	greek	Noun Masculine	Urbanus (of the city, "urbane"), a Christian; Urbanus; of Latin origin
3774	Οὐρίας	Ourías	oo-ree'-as	greek	Noun Masculine	Urias (i.e. Urijah), a Hittite; Urias; of Hebrew origin (<a href='/Strongs/strongs-h223' onclick='return ABMM("/Strongs","/strongs-h223");'>h223</a>)
3775	οὖς	oûs	ooce	greek	Noun Neuter	the ear (physically or mentally); ear; apparently a primary word
3776	οὐσία	ousía	oo-see'-ah	greek	Noun Feminine	substance, i.e. property (possessions); goods, substance; from the feminine of <a href='/Strongs/strongs-g5607' onclick='return ABMM("/Strongs","/strongs-g5607");'>g5607</a> (ὤν)
3777	οὔτε	oúte	oo'-teh	greek	Adverb	not too, i.e. neither or nor; by analogy, not even; neither, none, nor (yet), (no, yet) not, nothing; from <a href='/Strongs/strongs-g3756' onclick='return ABMM("/Strongs","/strongs-g3756");'>g3756</a> (οὐ) and <a href='/Strongs/strongs-g5037' onclick='return ABMM("/Strongs","/strongs-g5037");'>g5037</a> (τέ)
3778	οὗτος	hoûtos	how'-tahee	greek		the he (she or it), i.e. this or that (often with article repeated); he (it was that), hereof, it, she, such as, the same, these, they, this (man, same, woman), which, who; from the article <a href='/Strongs/strongs-g3588' onclick='return ABMM("/Strongs","/strongs-g3588");'>g3588</a> (ὁ) and <a href='/Strongs/strongs-g846' onclick='return ABMM("/Strongs","/strongs-g846");'>g846</a> (αὐτός)
3779	οὕτω	hoútō	hoo'-toce	greek	Adverb	in this way (referring to what precedes or follows); after that, after (in) this manner, as, even (so), for all that, like(-wise), no more, on this fashion(-wise), so (in like manner), thus, what; adverb from <a href='/Strongs/strongs-g3778' onclick='return ABMM("/Strongs","/strongs-g3778");'>g3778</a> (οὗτος)
3780	οὐχί	ouchí	oo-khee'	greek		not indeed; nay, not; intensive of <a href='/Strongs/strongs-g3756' onclick='return ABMM("/Strongs","/strongs-g3756");'>g3756</a> (οὐ)
3781	ὀφειλέτης	opheilétēs	of-i-let'-ace	greek	Noun Masculine	an ower, i.e. person indebted; figuratively, a delinquent; morally, a transgressor (against God); debtor, which owed, sinner; from <a href='/Strongs/strongs-g3784' onclick='return ABMM("/Strongs","/strongs-g3784");'>g3784</a> (ὀφείλω)
3782	ὀφειλή	opheilḗ	of-i-lay'	greek	Noun Feminine	indebtedness, i.e. (concretely) a sum owed; figuratively, obligation, i.e. (conjugal) duty; debt, due; from <a href='/Strongs/strongs-g3784' onclick='return ABMM("/Strongs","/strongs-g3784");'>g3784</a> (ὀφείλω)
3783	ὀφείλημα	opheílēma	of-i'-lay-mah	greek	Noun Neuter	something owed, i.e. (figuratively) a due; morally, a fault; debt; from (the alternate of) <a href='/Strongs/strongs-g3784' onclick='return ABMM("/Strongs","/strongs-g3784");'>g3784</a> (ὀφείλω)
3784	ὀφείλω	opheílō	of-i-leh'-o	greek	Verb	to owe (pecuniarily); figuratively, to be under obligation (ought, must, should); morally, to fail in duty; behove, be bound, (be) debt(-or), (be) due(-ty), be guilty (indebted), (must) need(-s), ought, owe, should; probably from the base of <a href='/Strongs/strongs-g3786' onclick='return ABMM("/Strongs","/strongs-g3786");'>g3786</a> (ὄφελος) (through the idea of accruing)
3785	ὄφελον	óphelon	of'-el-on	greek		I ought (wish), i.e. (interjection) oh that!; would (to God); first person singular of a past tense of <a href='/Strongs/strongs-g3784' onclick='return ABMM("/Strongs","/strongs-g3784");'>g3784</a> (ὀφείλω)
3786	ὄφελος	óphelos	of'-el-os	greek	Noun Neuter	gain; advantageth, profit; from (to heap up, i.e. accumulate or benefit)
3787	ὀφθαλμοδουλεία	ophthalmodouleía	of-thal-mod-oo-li'-ah	greek	Noun Feminine	sight-labor, i.e. that needs watching (remissness); eye-service; from <a href='/Strongs/strongs-g3788' onclick='return ABMM("/Strongs","/strongs-g3788");'>g3788</a> (ὀφθαλμός) and <a href='/Strongs/strongs-g1397' onclick='return ABMM("/Strongs","/strongs-g1397");'>g1397</a> (δουλεία)
3788	ὀφθαλμός	ophthalmós	of-thal-mos'	greek	Noun Masculine	the eye (literally or figuratively); by implication, vision; figuratively, envy (from the jealous side-glance); eye, sight; from <a href='/Strongs/strongs-g3700' onclick='return ABMM("/Strongs","/strongs-g3700");'>g3700</a> (ὀπτάνομαι)
3789	ὄφις	óphis	of'-is	greek	Noun Masculine	a snake, figuratively, (as a type of sly cunning) an artful malicious person, especially Satan; serpent; probably from <a href='/Strongs/strongs-g3700' onclick='return ABMM("/Strongs","/strongs-g3700");'>g3700</a> (ὀπτάνομαι) (through the idea of sharpness of vision)
3790	ὀφρῦς	ophrŷs	of-roos'	greek	Noun Feminine	the eye-"brow" or forehead, i.e. (figuratively) the brink of a precipice; brow; perhaps from <a href='/Strongs/strongs-g3700' onclick='return ABMM("/Strongs","/strongs-g3700");'>g3700</a> (ὀπτάνομαι) (through the idea of the shading or proximity to the organ of vision)
3791	ὀχλέω	ochléō	okh-leh'-o	greek	Verb	to mob, i.e. (by implication) to harass; vex; from <a href='/Strongs/strongs-g3793' onclick='return ABMM("/Strongs","/strongs-g3793");'>g3793</a> (ὄχλος)
3792	ὀχλοποιέω	ochlopoiéō	okh-lop-oy-eh'-o	greek	Verb	to make a crowd, i.e. raise a public disturbance; gather a company; from <a href='/Strongs/strongs-g3793' onclick='return ABMM("/Strongs","/strongs-g3793");'>g3793</a> (ὄχλος) and <a href='/Strongs/strongs-g4160' onclick='return ABMM("/Strongs","/strongs-g4160");'>g4160</a> (ποιέω)
3793	ὄχλος	óchlos	okh'los	greek	Noun Masculine	a throng (as borne along); by implication, the rabble; by extension, a class of people; figuratively, a riot; company, multitude, number (of people), people, press; from a derivative of <a href='/Strongs/strongs-g2192' onclick='return ABMM("/Strongs","/strongs-g2192");'>g2192</a> (ἔχω) (meaning a vehicle)
3794	ὀχύρωμα	ochýrōma	okh-oo'-ro-mah	greek	Noun Neuter	a castle (figuratively, argument); stronghold; from a remote derivative of <a href='/Strongs/strongs-g2192' onclick='return ABMM("/Strongs","/strongs-g2192");'>g2192</a> (ἔχω) (meaning to fortify, through the idea of holding safely)
3795	ὀψάριον	opsárion	op-sar'-ee-on	greek	Noun Neuter	a relish to other food (as if cooked sauce), i.e. (specially), fish (presumably salted and dried as a condiment); fish; neuter of a presumed derivative of the base of <a href='/Strongs/strongs-g3702' onclick='return ABMM("/Strongs","/strongs-g3702");'>g3702</a> (ὀπτός)
3796	ὀψέ	opsé	op-seh'	greek		(adverbially) late in the day; by extension, after the close of the day; (at) even, in the end; from the same as <a href='/Strongs/strongs-g3694' onclick='return ABMM("/Strongs","/strongs-g3694");'>g3694</a> (ὀπίσω) (through the idea of backwardness)
3797	ὄψιμος	ópsimos	op'-sim-os	greek	Adjective	later, i.e. vernal (showering); latter; from <a href='/Strongs/strongs-g3796' onclick='return ABMM("/Strongs","/strongs-g3796");'>g3796</a> (ὀψέ)
3798	ὄψιος	ópsios	op'-see-os	greek	Adjective	late; feminine (as noun) afternoon (early eve) or nightfall (later eve); even(-ing, (-tide)); from <a href='/Strongs/strongs-g3796' onclick='return ABMM("/Strongs","/strongs-g3796");'>g3796</a> (ὀψέ)
3799	ὄψις	ópsis	op'-sis	greek	Noun Feminine	properly, sight (the act), i.e. (by implication) the visage, an external show; appearance, countenance, face; from <a href='/Strongs/strongs-g3700' onclick='return ABMM("/Strongs","/strongs-g3700");'>g3700</a> (ὀπτάνομαι)
3800	ὀψώνιον	opsṓnion	op-so'-nee-on	greek	Noun Neuter	rations for a soldier, i.e. (by extension) his stipend or pay;  wages; neuter of a presumed derivative of the same as <a href='/Strongs/strongs-g3795' onclick='return ABMM("/Strongs","/strongs-g3795");'>g3795</a> (ὀψάριον)
3801	ὁ ὢν καί ὁ ἦν καί ὁ ἐρχόμενος	ho ṑn kaí ho ēn kaí ho erchómenos	ho own kahee ho ane kahee ho er-khom'-en-os	greek		the one being and the one that was and the one coming, i.e. the Eternal, as a divine epithet of Christ; which art (is, was), and (which) wast (is, was), and art (is) to come (shalt be); a phrase combining <a href='/Strongs/strongs-g3588' onclick='return ABMM("/Strongs","/strongs-g3588");'>g3588</a> (ὁ) with the present participle and imperfect of <a href='/Strongs/strongs-g1510' onclick='return ABMM("/Strongs","/strongs-g1510");'>g1510</a> (εἰμί) and the present participle of <a href='/Strongs/strongs-g2064' onclick='return ABMM("/Strongs","/strongs-g2064");'>g2064</a> (ἔρχομαι) by means of <a href='/Strongs/strongs-g2532' onclick='return ABMM("/Strongs","/strongs-g2532");'>g2532</a> (καί)
3802	παγιδεύω	pagideúō	pag-id-yoo'-o	greek	Verb	to ensnare (figuratively); entangle; from <a href='/Strongs/strongs-g3803' onclick='return ABMM("/Strongs","/strongs-g3803");'>g3803</a> (παγίς)
3803	παγίς	pagís	pag-ece'	greek	Noun Feminine	a trap (as fastened by a noose or notch); figuratively, a trick or statagem (temptation); snare; from <a href='/Strongs/strongs-g4078' onclick='return ABMM("/Strongs","/strongs-g4078");'>g4078</a> (πήγνυμι)
3804	πάθημα	páthēma	path'-ay-mah	greek	Noun Neuter	something undergone, i.e. hardship or pain; subjectively, an emotion or influence;  affection, affliction, motion, suffering; from a presumed derivative of <a href='/Strongs/strongs-g3806' onclick='return ABMM("/Strongs","/strongs-g3806");'>g3806</a> (πάθος)
3805	παθητός	pathētós	path-ay-tos'	greek	Adjective	liable (i.e. doomed) to experience pain; suffer; from the same as <a href='/Strongs/strongs-g3804' onclick='return ABMM("/Strongs","/strongs-g3804");'>g3804</a> (πάθημα)
3806	πάθος	páthos	path'-os	greek	Noun Neuter	properly, suffering ("pathos"), i.e. (subjectively) a passion (especially concupiscence);  (inordinate) affection, lust; from the alternate of <a href='/Strongs/strongs-g3958' onclick='return ABMM("/Strongs","/strongs-g3958");'>g3958</a> (πάσχω)
3807	παιδαγωγός	paidagōgós	pahee-dag-o-gos'	greek	Noun Masculine	a boy-leader, i.e. a servant whose office it was to take the children to school; (by implication, (figuratively) a tutor ("pædagogue"));  instructor, schoolmaster; from <a href='/Strongs/strongs-g3816' onclick='return ABMM("/Strongs","/strongs-g3816");'>g3816</a> (παῖς) and a reduplicated form of <a href='/Strongs/strongs-g71' onclick='return ABMM("/Strongs","/strongs-g71");'>g71</a> (ἄγω)
3808	παιδάριον	paidárion	pahee-dar'-ee-on	greek	Noun Neuter	a little boy; child, lad; neuter of a presumed derivative of <a href='/Strongs/strongs-g3816' onclick='return ABMM("/Strongs","/strongs-g3816");'>g3816</a> (παῖς)
3809	παιδεία	paideía	pahee-di'-ah	greek	Noun Feminine	tutorage, i.e. education or training; by implication, disciplinary correction; chastening, chastisement, instruction, nurture; from <a href='/Strongs/strongs-g3811' onclick='return ABMM("/Strongs","/strongs-g3811");'>g3811</a> (παιδεύω)
3810	παιδευτής	paideutḗs	pahee-dyoo-tace'	greek	Noun Masculine	a trainer, i.e. teacher or (by implication) discipliner; which corrected, instructor; from <a href='/Strongs/strongs-g3811' onclick='return ABMM("/Strongs","/strongs-g3811");'>g3811</a> (παιδεύω)
3811	παιδεύω	paideúō	pahee-dyoo'-o	greek	Verb	to train up a child, i.e. educate, or (by implication), discipline (by punishment); chasten(-ise), instruct, learn, teach; from <a href='/Strongs/strongs-g3816' onclick='return ABMM("/Strongs","/strongs-g3816");'>g3816</a> (παῖς)
3812	παιδιόθεν	paidióthen	pahee-dee-oth'-en	greek	Adverb	from infancy; of a child; adverb (of source) from <a href='/Strongs/strongs-g3813' onclick='return ABMM("/Strongs","/strongs-g3813");'>g3813</a> (παιδίον)
3813	παιδίον	paidíon	pahee-dee'-on	greek	Noun Neuter	a childling (of either sex), i.e. (properly), an infant, or (by extension) a half-grown boy or girl; figuratively, an immature Christian; (little, young) child, damsel; neuter diminutive of <a href='/Strongs/strongs-g3816' onclick='return ABMM("/Strongs","/strongs-g3816");'>g3816</a> (παῖς)
3814	παιδίσκη	paidískē	pahee-dis'-kay	greek	Noun Feminine	a girl, i.e. (specially), a female slave or servant; bondmaid(-woman), damsel, maid(-en); feminine diminutive of <a href='/Strongs/strongs-g3816' onclick='return ABMM("/Strongs","/strongs-g3816");'>g3816</a> (παῖς)
3815	παίζω	paízō	paheed'-zo	greek	Verb	to sport (as a boy); play; from <a href='/Strongs/strongs-g3816' onclick='return ABMM("/Strongs","/strongs-g3816");'>g3816</a> (παῖς)
3816	παῖς	paîs	paheece	greek	Noun	a boy (as often beaten with impunity), or (by analogy), a girl, and (genitive case) a child; specially, a slave or servant (especially a minister to a king; and by eminence to God); child, maid(-en), (man) servant, son, young man; perhaps from <a href='/Strongs/strongs-g3817' onclick='return ABMM("/Strongs","/strongs-g3817");'>g3817</a> (παίω)
3817	παίω	paíō	pah'-yo	greek		to hit (as if by a single blow and less violently than <a href='/Strongs/strongs-g5180' onclick='return ABMM("/Strongs","/strongs-g5180");'>g5180</a> (τύπτω)); specially, to sting (as a scorpion); smite, strike; a primary verb
3818	Πακατιανή	Pakatianḗ	pak-at-ee-an-ay'	greek		Pacatianian, a section of Phrygia; Pacatiana; feminine of an adjective of uncertain derivation
3819	πάλαι	pálai	pal'-ahee	greek	Adverb	(adverbially) formerly, or (by relatively) sometime since; (elliptically as adjective) ancient; any while, a great while ago, (of) old, in time past; probably another form for <a href='/Strongs/strongs-g3825' onclick='return ABMM("/Strongs","/strongs-g3825");'>g3825</a> (πάλιν) (through the idea of retrocession)
3820	παλαιός	palaiós	pal-ah-yos'	greek	Adjective	antique, i.e. not recent, worn out; old; from <a href='/Strongs/strongs-g3819' onclick='return ABMM("/Strongs","/strongs-g3819");'>g3819</a> (πάλαι)
3821	παλαιότης	palaiótēs	pal-ah-yot'-ace	greek	Noun Feminine	antiquatedness; oldness; from <a href='/Strongs/strongs-g3820' onclick='return ABMM("/Strongs","/strongs-g3820");'>g3820</a> (παλαιός)
3822	παλαιόω	palaióō	pal-ah-yo'-o	greek	Verb	to make (passively, become) worn out, or declare obsolete; decay, make (wax) old; from <a href='/Strongs/strongs-g3820' onclick='return ABMM("/Strongs","/strongs-g3820");'>g3820</a> (παλαιός)
3823	πάλη	pálē	pal'-ay	greek	Noun Feminine	another form for <a href='/Strongs/strongs-g906' onclick='return ABMM("/Strongs","/strongs-g906");'>g906</a> (βάλλω)); wrestling; + wrestle; from (to vibrate
3824	παλιγγενεσία	palingenesía	pal-ing-ghen-es-ee'-ah	greek	Noun Feminine	(spiritual) rebirth (the state or the act), i.e. (figuratively) spiritual renovation; specially, Messianic restoration; regeneration; from <a href='/Strongs/strongs-g3825' onclick='return ABMM("/Strongs","/strongs-g3825");'>g3825</a> (πάλιν) and <a href='/Strongs/strongs-g1078' onclick='return ABMM("/Strongs","/strongs-g1078");'>g1078</a> (γένεσις)
3825	πάλιν	pálin	pal'-in	greek	Adverb	(adverbially) anew, i.e. (of place) back, (of time) once more, or (conjunctionally) furthermore or on the other hand; again; probably from the same as <a href='/Strongs/strongs-g3823' onclick='return ABMM("/Strongs","/strongs-g3823");'>g3823</a> (πάλη) (through the idea of oscillatory repetition)
3826	παμπληθεί	pamplētheí	pam-play-thi'	greek	Adverb	in full multitude, i.e. concertedly or simultaneously; all at once; dative case (adverb) of a compound of <a href='/Strongs/strongs-g3956' onclick='return ABMM("/Strongs","/strongs-g3956");'>g3956</a> (πᾶς) and <a href='/Strongs/strongs-g4128' onclick='return ABMM("/Strongs","/strongs-g4128");'>g4128</a> (πλῆθος)
3827	πάμπολυς	pámpolys	pam-pol-ooce	greek	Adjective	full many, i.e. immense; very great; from <a href='/Strongs/strongs-g3956' onclick='return ABMM("/Strongs","/strongs-g3956");'>g3956</a> (πᾶς) and <a href='/Strongs/strongs-g4183' onclick='return ABMM("/Strongs","/strongs-g4183");'>g4183</a> (πολύς)
3828	Παμφυλία	Pamphylía	pam-fool-ee'-ah	greek	Noun Location	every-tribal, i.e. heterogeneous (<a href='/Strongs/strongs-g5561' onclick='return ABMM("/Strongs","/strongs-g5561");'>g5561</a> (χώρα) being implied); Pamphylia, a region of Asia Minor; Pamphylia; from a compound of <a href='/Strongs/strongs-g3956' onclick='return ABMM("/Strongs","/strongs-g3956");'>g3956</a> (πᾶς) and <a href='/Strongs/strongs-g4443' onclick='return ABMM("/Strongs","/strongs-g4443");'>g4443</a> (πυρά)
3829	πανδοχεῖον	pandocheîon	pan-dokk-i'-on	greek	Noun Neuter	all-receptive, i.e. a public lodging-place (caravanserai or khan); inn; neuter of a presumed compound of <a href='/Strongs/strongs-g3956' onclick='return ABMM("/Strongs","/strongs-g3956");'>g3956</a> (πᾶς) and a derivative of <a href='/Strongs/strongs-g1209' onclick='return ABMM("/Strongs","/strongs-g1209");'>g1209</a> (δέχομαι)
3830	πανδοχεύς	pandocheús	pan-dokh-yoos'	greek	Noun Masculine	an innkeeper (warden of a caravanserai); host; from the same as <a href='/Strongs/strongs-g3829' onclick='return ABMM("/Strongs","/strongs-g3829");'>g3829</a> (πανδοχεῖον)
3831	πανήγυρις	panḗgyris	pan-ay'-goo-ris	greek	Noun Feminine	a mass-meeting, i.e. (figuratively) universal companionship; general assembly; from <a href='/Strongs/strongs-g3956' onclick='return ABMM("/Strongs","/strongs-g3956");'>g3956</a> (πᾶς) and a derivative of <a href='/Strongs/strongs-g58' onclick='return ABMM("/Strongs","/strongs-g58");'>g58</a> (ἀγορά)
3832	πανοικί	panoikí	pan-oy-kee'	greek	Adverb	with the whole family; with all his house; adverb from <a href='/Strongs/strongs-g3956' onclick='return ABMM("/Strongs","/strongs-g3956");'>g3956</a> (πᾶς) and <a href='/Strongs/strongs-g3624' onclick='return ABMM("/Strongs","/strongs-g3624");'>g3624</a> (οἶκος)
3833	πανοπλία	panoplía	pan-op-lee'-ah	greek	Noun Feminine	full armor ("panoply"); all (whole) armour; from a compound of <a href='/Strongs/strongs-g3956' onclick='return ABMM("/Strongs","/strongs-g3956");'>g3956</a> (πᾶς) and <a href='/Strongs/strongs-g3696' onclick='return ABMM("/Strongs","/strongs-g3696");'>g3696</a> (ὅπλον)
3834	πανουργία	panourgía	pan-oorg-ee'-ah	greek	Noun Feminine	adroitness, i.e. (in a bad sense) trickery or sophistry; (cunning) craftiness, subtilty; from <a href='/Strongs/strongs-g3835' onclick='return ABMM("/Strongs","/strongs-g3835");'>g3835</a> (πανοῦργος)
3835	πανοῦργος	panoûrgos	pan-oor'-gos	greek	Adjective	all-working, i.e. adroit (shrewd); crafty; from <a href='/Strongs/strongs-g3956' onclick='return ABMM("/Strongs","/strongs-g3956");'>g3956</a> (πᾶς) and <a href='/Strongs/strongs-g2041' onclick='return ABMM("/Strongs","/strongs-g2041");'>g2041</a> (ἔργον)
3836	πανταχόθεν	pantachóthen	pan-takh-oth'-en	greek	Adverb	from all directions; from every quarter; adverb (of source) from <a href='/Strongs/strongs-g3837' onclick='return ABMM("/Strongs","/strongs-g3837");'>g3837</a> (πανταχοῦ)
3837	πανταχοῦ	pantachoû	pan-takh-oo'	greek	Adverb	universally; in all places, everywhere; genitive case (as adverb of place) of a presumed derivative of <a href='/Strongs/strongs-g3956' onclick='return ABMM("/Strongs","/strongs-g3956");'>g3956</a> (πᾶς)
3838	παντελής	pantelḗs	pan-tel-ace'	greek	Adjective	full-ended, i.e. entire (neuter as noun, completion); + in (no) wise, uttermost; from <a href='/Strongs/strongs-g3956' onclick='return ABMM("/Strongs","/strongs-g3956");'>g3956</a> (πᾶς) and <a href='/Strongs/strongs-g5056' onclick='return ABMM("/Strongs","/strongs-g5056");'>g5056</a> (τέλος)
3839	πάντη	pántē	pan'-tay	greek	Adverb	wholly; always; adverb (of manner) from <a href='/Strongs/strongs-g3956' onclick='return ABMM("/Strongs","/strongs-g3956");'>g3956</a> (πᾶς)
